ID_Cliente,Nome_Cliente,id_estado,sigla,estado,regiao,ID_Venda,Data,SKU_Produto,Categoria,Nome_Produto,Quantidade,Preco,valor_venda,Canal
180,Dr. Gustavo Henrique Rocha,19,RJ,Rio de Janeiro,Sudeste,583,2023-03-07,SKU-86759,Eletrônicos,Smartwatch,3,185.34,556.02,Loja Física
180,Dr. Gustavo Henrique Rocha,19,RJ,Rio de Janeiro,Sudeste,706,2023-04-27,SKU-21352,Roupas,Saia Midi,7,123.24,862.68,Loja Física
180,Dr. Gustavo Henrique Rocha,19,RJ,Rio de Janeiro,Sudeste,907,2023-03-16,SKU-22668,Brinquedos,Carrinho de Controle Remoto,2,273.79,547.58,Loja Física
181,Dr. Arthur Carvalho,7,DF,Distrito Federal,Centro-Oeste,267,2023-06-09,SKU-68595,Roupas,Camiseta Masculina,9,47.57,428.13,Online
181,Dr. Arthur Carvalho,7,DF,Distrito Federal,Centro-Oeste,926,2023-07-07,SKU-59806,Casa,Jogo de Lençol,4,498.24,1992.96,Online
182,Ana Clara Gomes,25,SP,São Paulo,Sudeste,50,2023-01-01,SKU-68595,Roupas,Camiseta Masculina,8,47.57,380.56,Loja Física
183,Calebe Almeida,22,RO,Rondônia,Norte,361,2023-06-06,SKU-77662,Esporte,Tapete de Yoga,2,80.11,160.22,Loja Física
183,Calebe Almeida,22,RO,Rondônia,Norte,418,2023-12-10,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,9,128.9,1160.1000000000001,Loja Física
183,Calebe Almeida,22,RO,Rondônia,Norte,755,2023-03-15,SKU-42823,Eletrônicos,TV LED,3,4350.2,13050.599999999999,Loja Física
183,Calebe Almeida,22,RO,Rondônia,Norte,775,2023-01-16,SKU-73390,Casa,Luminária de Mesa,3,35.83,107.49,Loja Física
184,Joana Mendes,6,CE,Ceará,Nordeste,519,2023-03-21,SKU-50582,Eletrônicos,Laptop,9,4526.6,40739.4,Loja Física
185,Sra. Stella Fernandes,5,BA,Bahia,Nordeste,611,2023-07-01,SKU-36297,Roupas,Jaqueta de Couro,1,1959.53,1959.53,Online
185,Sra. Stella Fernandes,5,BA,Bahia,Nordeste,625,2023-11-26,SKU-73390,Casa,Luminária de Mesa,5,35.83,179.14999999999998,Online
186,Ana Luiza Jesus,19,RJ,Rio de Janeiro,Sudeste,868,2023-06-24,SKU-46571,Roupas,Camisa Social,6,166.94,1001.64,Loja Física
187,Isadora Ferreira,1,AC,Acre,Norte,548,2023-03-04,SKU-79560,Brinquedos,Patinete Infantil,1,131.58,131.58,Online
188,Dr. Kaique Castro,3,AP,Amapá,Norte,9,2023-12-19,SKU-56131,Roupas,Shorts de Verão,6,112.14,672.84,Online
188,Dr. Kaique Castro,3,AP,Amapá,Norte,441,2023-03-31,SKU-97371,Esporte,Patins,3,237.06,711.1800000000001,Online
188,Dr. Kaique Castro,3,AP,Amapá,Norte,771,2023-11-29,SKU-22668,Brinquedos,Carrinho de Controle Remoto,4,273.79,1095.16,Online
189,Laura Porto,5,BA,Bahia,Nordeste,42,2023-08-19,SKU-92162,Eletrônicos,Alto-falante Bluetooth,6,1198.31,7189.86,Online
189,Laura Porto,5,BA,Bahia,Nordeste,477,2023-11-28,SKU-11521,Brinquedos,Boneca,6,142.37,854.22,Online
191,Vitor Nascimento,12,MS,Mato Grosso do Sul,Centro-Oeste,585,2023-04-25,SKU-79560,Brinquedos,Patinete Infantil,7,131.58,921.0600000000001,Loja Física
192,João Costa,14,PA,Pará,Norte,65,2023-02-18,SKU-47207,Esporte,Bicicleta Mountain Bike,8,1671.59,13372.72,Online
193,Diego da Costa,18,PI,Piauí,Nordeste,161,2023-04-29,SKU-47207,Esporte,Bicicleta Mountain Bike,9,1671.59,15044.31,Online
193,Diego da Costa,18,PI,Piauí,Nordeste,187,2023-03-18,SKU-53822,Brinquedos,Quebra-cabeça,9,122.47,1102.23,Online
193,Diego da Costa,18,PI,Piauí,Nordeste,964,2023-12-16,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,3,128.9,386.70000000000005,Online
194,Luiz Henrique Gonçalves,22,RO,Rondônia,Norte,5,2023-08-03,SKU-22668,Brinquedos,Carrinho de Controle Remoto,10,273.79,2737.9,Loja Física
194,Luiz Henrique Gonçalves,22,RO,Rondônia,Norte,35,2023-03-05,SKU-92162,Eletrônicos,Alto-falante Bluetooth,9,1198.31,10784.789999999999,Loja Física
194,Luiz Henrique Gonçalves,22,RO,Rondônia,Norte,125,2023-04-29,SKU-56364,Casa,Conjunto de Talheres,10,68.89,688.9,Loja Física
196,Heitor Castro,14,PA,Pará,Norte,13,2023-01-12,SKU-94109,Brinquedos,Kit de Cozinha Infantil,2,136.43,272.86,Online
196,Heitor Castro,14,PA,Pará,Norte,586,2023-02-18,SKU-79560,Brinquedos,Patinete Infantil,7,131.58,921.0600000000001,Online
196,Heitor Castro,14,PA,Pará,Norte,786,2023-06-29,SKU-37178,Eletrônicos,Carregador Portátil,5,53.67,268.35,Online
196,Heitor Castro,14,PA,Pará,Norte,976,2023-01-23,SKU-20568,Eletrônicos,Roteador Wi-Fi,4,491.41,1965.64,Online
197,Eduardo Alves,17,PE,Pernambuco,Nordeste,230,2023-01-14,SKU-92162,Eletrônicos,Alto-falante Bluetooth,8,1198.31,9586.48,Online
197,Eduardo Alves,17,PE,Pernambuco,Nordeste,272,2023-12-06,SKU-69331,Casa,Organizador de Gavetas,4,136.47,545.88,Online
197,Eduardo Alves,17,PE,Pernambuco,Nordeste,670,2023-07-08,SKU-25095,Brinquedos,Jogo de Tabuleiro,10,190.34,1903.4,Online
199,João Miguel Gonçalves,3,AP,Amapá,Norte,888,2023-05-20,SKU-59736,Roupas,Blusa de Moletom,6,154.46,926.76,Online
201,Dra. Joana da Paz,5,BA,Bahia,Nordeste,37,2023-12-18,SKU-72849,Casa,Cortina Blackout,2,234.54,469.08,Online
201,Dra. Joana da Paz,5,BA,Bahia,Nordeste,562,2023-11-13,SKU-72688,Eletrônicos,Smartphone,2,2718.36,5436.72,Online
201,Dra. Joana da Paz,5,BA,Bahia,Nordeste,582,2023-09-03,SKU-22668,Brinquedos,Carrinho de Controle Remoto,6,273.79,1642.7400000000002,Online
201,Dra. Joana da Paz,5,BA,Bahia,Nordeste,658,2023-12-09,SKU-20568,Eletrônicos,Roteador Wi-Fi,6,491.41,2948.46,Online
202,Vitor Hugo da Cruz,23,RR,Roraima,Norte,315,2023-08-30,SKU-22668,Brinquedos,Carrinho de Controle Remoto,8,273.79,2190.32,Online
202,Vitor Hugo da Cruz,23,RR,Roraima,Norte,395,2023-06-14,SKU-91071,Roupas,Sapatilhas Femininas,8,150.05,1200.4,Online
203,Murilo Viana,2,AL,Alagoas,Nordeste,986,2023-01-08,SKU-56364,Casa,Conjunto de Talheres,5,68.89,344.45,Online
205,Fernando da Costa,17,PE,Pernambuco,Nordeste,329,2023-11-30,SKU-56364,Casa,Conjunto de Talheres,1,68.89,68.89,Loja Física
206,Fernando Viana,22,RO,Rondônia,Norte,73,2023-11-07,SKU-72849,Casa,Cortina Blackout,10,234.54,2345.4,Loja Física
206,Fernando Viana,22,RO,Rondônia,Norte,399,2023-03-17,SKU-36297,Roupas,Jaqueta de Couro,7,1959.53,13716.71,Loja Física
206,Fernando Viana,22,RO,Rondônia,Norte,875,2023-06-07,SKU-94109,Brinquedos,Kit de Cozinha Infantil,9,136.43,1227.8700000000001,Loja Física
208,Mariana Silveira,27,TO,Tocantins,Norte,218,2023-04-12,SKU-31191,Esporte,Esteira Elétrica,6,1862.8,11176.8,Loja Física
208,Mariana Silveira,27,TO,Tocantins,Norte,770,2023-10-18,SKU-69331,Casa,Organizador de Gavetas,5,136.47,682.35,Loja Física
208,Mariana Silveira,27,TO,Tocantins,Norte,829,2023-07-02,SKU-19290,Esporte,Bola de Futebol,4,184.44,737.76,Loja Física
209,Sr. Erick Porto,17,PE,Pernambuco,Nordeste,675,2023-08-12,SKU-72688,Eletrônicos,Smartphone,5,2718.36,13591.800000000001,Online
209,Sr. Erick Porto,17,PE,Pernambuco,Nordeste,820,2023-03-03,SKU-11521,Brinquedos,Boneca,3,142.37,427.11,Online
211,Larissa da Costa,4,AM,Amazonas,Norte,287,2023-06-26,SKU-30274,Brinquedos,Kit de Desenho,10,148.7,1487.0,Online
211,Larissa da Costa,4,AM,Amazonas,Norte,683,2023-01-19,SKU-50055,Esporte,Luva de Boxe,9,98.09,882.8100000000001,Online
211,Larissa da Costa,4,AM,Amazonas,Norte,764,2023-01-15,SKU-92162,Eletrônicos,Alto-falante Bluetooth,5,1198.31,5991.549999999999,Online
211,Larissa da Costa,4,AM,Amazonas,Norte,968,2023-01-29,SKU-31191,Esporte,Esteira Elétrica,4,1862.8,7451.2,Online
213,Srta. Maria Eduarda Ramos,16,PR,Paraná,Sul,102,2023-06-18,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,4,128.9,515.6,Online
213,Srta. Maria Eduarda Ramos,16,PR,Paraná,Sul,159,2023-09-08,SKU-53822,Brinquedos,Quebra-cabeça,8,122.47,979.76,Online
214,Heloísa Nascimento,23,RR,Roraima,Norte,454,2023-05-12,SKU-50582,Eletrônicos,Laptop,7,4526.6,31686.200000000004,Online
214,Heloísa Nascimento,23,RR,Roraima,Norte,655,2023-08-23,SKU-49210,Eletrônicos,Tablet,8,715.28,5722.24,Online
215,Heitor Pires,5,BA,Bahia,Nordeste,627,2023-11-29,SKU-25095,Brinquedos,Jogo de Tabuleiro,9,190.34,1713.06,Online
217,André Gonçalves,24,SC,Santa Catarina,Sul,467,2023-05-15,SKU-11521,Brinquedos,Boneca,3,142.37,427.11,Online
217,André Gonçalves,24,SC,Santa Catarina,Sul,803,2023-05-25,SKU-49210,Eletrônicos,Tablet,7,715.28,5006.96,Online
218,Dra. Gabriela Castro,20,RN,Rio Grande do Norte,Nordeste,940,2023-07-03,SKU-50055,Esporte,Luva de Boxe,6,98.09,588.54,Online
220,Agatha Costela,23,RR,Roraima,Norte,298,2023-09-30,SKU-68873,Casa,Cafeteira Elétrica,9,750.7,6756.3,Loja Física
220,Agatha Costela,23,RR,Roraima,Norte,872,2023-05-28,SKU-10889,Eletrônicos,Câmera Digital,10,5602.01,56020.100000000006,Loja Física
220,Agatha Costela,23,RR,Roraima,Norte,974,2023-10-29,SKU-79560,Brinquedos,Patinete Infantil,3,131.58,394.74,Loja Física
221,Gabrielly Martins,14,PA,Pará,Norte,656,2023-11-13,SKU-97371,Esporte,Patins,5,237.06,1185.3,Loja Física
223,André Dias,10,MA,Maranhão,Nordeste,70,2023-05-21,SKU-53822,Brinquedos,Quebra-cabeça,6,122.47,734.8199999999999,Loja Física
223,André Dias,10,MA,Maranhão,Nordeste,153,2023-01-15,SKU-10344,Brinquedos,Brinquedo Educativo,3,79.47,238.41,Loja Física
223,André Dias,10,MA,Maranhão,Nordeste,387,2023-09-13,SKU-56364,Casa,Conjunto de Talheres,1,68.89,68.89,Loja Física
224,Srta. Alexia Porto,24,SC,Santa Catarina,Sul,104,2023-08-01,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,10,128.9,1289.0,Loja Física
224,Srta. Alexia Porto,24,SC,Santa Catarina,Sul,126,2023-12-06,SKU-47207,Esporte,Bicicleta Mountain Bike,2,1671.59,3343.18,Loja Física
224,Srta. Alexia Porto,24,SC,Santa Catarina,Sul,909,2023-03-18,SKU-79560,Brinquedos,Patinete Infantil,9,131.58,1184.22,Loja Física
226,João Felipe Duarte,1,AC,Acre,Norte,68,2023-12-30,SKU-36297,Roupas,Jaqueta de Couro,3,1959.53,5878.59,Loja Física
226,João Felipe Duarte,1,AC,Acre,Norte,482,2023-07-30,SKU-77662,Esporte,Tapete de Yoga,2,80.11,160.22,Loja Física
227,Sra. Alexia Vieira,27,TO,Tocantins,Norte,456,2023-12-20,SKU-86759,Eletrônicos,Smartwatch,7,185.34,1297.38,Loja Física
229,Rafael Carvalho,24,SC,Santa Catarina,Sul,537,2023-01-02,SKU-59736,Roupas,Blusa de Moletom,10,154.46,1544.6000000000001,Loja Física
231,Luiz Gustavo da Luz,11,MT,Mato Grosso,Centro-Oeste,232,2023-11-20,SKU-91071,Roupas,Sapatilhas Femininas,7,150.05,1050.3500000000001,Loja Física
231,Luiz Gustavo da Luz,11,MT,Mato Grosso,Centro-Oeste,569,2023-03-25,SKU-91071,Roupas,Sapatilhas Femininas,8,150.05,1200.4,Loja Física
232,Mirella Costa,8,ES,Espírito Santo,Sudeste,189,2023-08-18,SKU-92162,Eletrônicos,Alto-falante Bluetooth,2,1198.31,2396.62,Loja Física
232,Mirella Costa,8,ES,Espírito Santo,Sudeste,239,2023-12-02,SKU-94109,Brinquedos,Kit de Cozinha Infantil,3,136.43,409.29,Loja Física
232,Mirella Costa,8,ES,Espírito Santo,Sudeste,835,2023-03-15,SKU-74214,Casa,Conjunto de Panelas,3,634.4,1903.1999999999998,Loja Física
233,Alice Farias,25,SP,São Paulo,Sudeste,142,2023-02-13,SKU-77662,Esporte,Tapete de Yoga,9,80.11,720.99,Online
233,Alice Farias,25,SP,São Paulo,Sudeste,215,2023-02-02,SKU-53822,Brinquedos,Quebra-cabeça,5,122.47,612.35,Online
233,Alice Farias,25,SP,São Paulo,Sudeste,363,2023-11-15,SKU-86759,Eletrônicos,Smartwatch,9,185.34,1668.06,Online
233,Alice Farias,25,SP,São Paulo,Sudeste,768,2023-06-28,SKU-53822,Brinquedos,Quebra-cabeça,8,122.47,979.76,Online
233,Alice Farias,25,SP,São Paulo,Sudeste,873,2023-01-12,SKU-26460,Casa,Almofada Decorativa,10,73.62,736.2,Online
234,Yasmin da Paz,22,RO,Rondônia,Norte,100,2023-09-25,SKU-79560,Brinquedos,Patinete Infantil,2,131.58,263.16,Online
234,Yasmin da Paz,22,RO,Rondônia,Norte,428,2023-07-05,SKU-53822,Brinquedos,Quebra-cabeça,1,122.47,122.47,Online
235,Paulo da Costa,13,MG,Minas Gerais,Sudeste,308,2023-05-14,SKU-37178,Eletrônicos,Carregador Portátil,4,53.67,214.68,Loja Física
235,Paulo da Costa,13,MG,Minas Gerais,Sudeste,396,2023-02-12,SKU-94109,Brinquedos,Kit de Cozinha Infantil,1,136.43,136.43,Loja Física
235,Paulo da Costa,13,MG,Minas Gerais,Sudeste,486,2023-06-23,SKU-11521,Brinquedos,Boneca,10,142.37,1423.7,Loja Física
235,Paulo da Costa,13,MG,Minas Gerais,Sudeste,500,2023-09-22,SKU-37178,Eletrônicos,Carregador Portátil,8,53.67,429.36,Loja Física
235,Paulo da Costa,13,MG,Minas Gerais,Sudeste,987,2023-01-19,SKU-50582,Eletrônicos,Laptop,6,4526.6,27159.600000000002,Loja Física
236,Brenda Silva,6,CE,Ceará,Nordeste,972,2023-09-10,SKU-10889,Eletrônicos,Câmera Digital,1,5602.01,5602.01,Online
237,Daniel Cardoso,1,AC,Acre,Norte,240,2023-03-13,SKU-68595,Roupas,Camiseta Masculina,3,47.57,142.71,Loja Física
237,Daniel Cardoso,1,AC,Acre,Norte,271,2023-07-12,SKU-67575,Esporte,Raquete de Tênis,9,379.94,3419.46,Loja Física
237,Daniel Cardoso,1,AC,Acre,Norte,543,2023-05-07,SKU-37178,Eletrônicos,Carregador Portátil,4,53.67,214.68,Loja Física
237,Daniel Cardoso,1,AC,Acre,Norte,566,2023-05-19,SKU-47220,Roupas,Tênis Esportivo,9,164.48,1480.32,Loja Física
237,Daniel Cardoso,1,AC,Acre,Norte,567,2023-07-15,SKU-25095,Brinquedos,Jogo de Tabuleiro,1,190.34,190.34,Loja Física
237,Daniel Cardoso,1,AC,Acre,Norte,653,2023-06-14,SKU-79560,Brinquedos,Patinete Infantil,7,131.58,921.0600000000001,Loja Física
237,Daniel Cardoso,1,AC,Acre,Norte,716,2023-04-27,SKU-26460,Casa,Almofada Decorativa,10,73.62,736.2,Loja Física
238,Elisa da Mata,4,AM,Amazonas,Norte,46,2023-07-30,SKU-59736,Roupas,Blusa de Moletom,10,154.46,1544.6000000000001,Online
238,Elisa da Mata,4,AM,Amazonas,Norte,83,2023-08-16,SKU-49210,Eletrônicos,Tablet,3,715.28,2145.84,Online
238,Elisa da Mata,4,AM,Amazonas,Norte,360,2023-09-09,SKU-37178,Eletrônicos,Carregador Portátil,3,53.67,161.01,Online
238,Elisa da Mata,4,AM,Amazonas,Norte,426,2023-01-18,SKU-67575,Esporte,Raquete de Tênis,3,379.94,1139.82,Online
238,Elisa da Mata,4,AM,Amazonas,Norte,507,2023-12-14,SKU-59736,Roupas,Blusa de Moletom,3,154.46,463.38,Online
239,Isabella Oliveira,1,AC,Acre,Norte,186,2023-05-03,SKU-25095,Brinquedos,Jogo de Tabuleiro,1,190.34,190.34,Online
239,Isabella Oliveira,1,AC,Acre,Norte,859,2023-07-26,SKU-42823,Eletrônicos,TV LED,2,4350.2,8700.4,Online
239,Isabella Oliveira,1,AC,Acre,Norte,932,2023-03-13,SKU-69331,Casa,Organizador de Gavetas,4,136.47,545.88,Online
240,Daniel Costa,17,PE,Pernambuco,Nordeste,696,2023-05-28,SKU-35933,Esporte,Halteres de Academia,10,249.82,2498.2,Online
241,Guilherme Silveira,6,CE,Ceará,Nordeste,59,2023-11-11,SKU-46571,Roupas,Camisa Social,7,166.94,1168.58,Loja Física
241,Guilherme Silveira,6,CE,Ceará,Nordeste,639,2023-01-17,SKU-46571,Roupas,Camisa Social,7,166.94,1168.58,Loja Física
242,Sarah Teixeira,2,AL,Alagoas,Nordeste,646,2023-09-22,SKU-73390,Casa,Luminária de Mesa,3,35.83,107.49,Loja Física
244,Levi Barros,10,MA,Maranhão,Nordeste,409,2023-02-24,SKU-67575,Esporte,Raquete de Tênis,9,379.94,3419.46,Online
244,Levi Barros,10,MA,Maranhão,Nordeste,956,2023-10-17,SKU-59806,Casa,Jogo de Lençol,3,498.24,1494.72,Online
245,Renan Alves,10,MA,Maranhão,Nordeste,265,2023-12-16,SKU-26460,Casa,Almofada Decorativa,6,73.62,441.72,Online
245,Renan Alves,10,MA,Maranhão,Nordeste,889,2023-12-03,SKU-30274,Brinquedos,Kit de Desenho,1,148.7,148.7,Online
246,Gabriel da Paz,7,DF,Distrito Federal,Centro-Oeste,284,2023-09-21,SKU-49210,Eletrônicos,Tablet,7,715.28,5006.96,Online
246,Gabriel da Paz,7,DF,Distrito Federal,Centro-Oeste,621,2023-07-21,SKU-77662,Esporte,Tapete de Yoga,8,80.11,640.88,Online
247,Pietro Silveira,3,AP,Amapá,Norte,297,2023-02-20,SKU-10344,Brinquedos,Brinquedo Educativo,1,79.47,79.47,Loja Física
247,Pietro Silveira,3,AP,Amapá,Norte,602,2023-08-23,SKU-22668,Brinquedos,Carrinho de Controle Remoto,3,273.79,821.3700000000001,Loja Física
248,Lorena Fernandes,11,MT,Mato Grosso,Centro-Oeste,234,2023-01-01,SKU-68873,Casa,Cafeteira Elétrica,4,750.7,3002.8,Online
248,Lorena Fernandes,11,MT,Mato Grosso,Centro-Oeste,317,2023-12-04,SKU-49210,Eletrônicos,Tablet,9,715.28,6437.5199999999995,Online
248,Lorena Fernandes,11,MT,Mato Grosso,Centro-Oeste,471,2023-10-24,SKU-56131,Roupas,Shorts de Verão,4,112.14,448.56,Online
248,Lorena Fernandes,11,MT,Mato Grosso,Centro-Oeste,480,2023-04-09,SKU-21352,Roupas,Saia Midi,4,123.24,492.96,Online
248,Lorena Fernandes,11,MT,Mato Grosso,Centro-Oeste,713,2023-12-04,SKU-50055,Esporte,Luva de Boxe,10,98.09,980.9000000000001,Online
248,Lorena Fernandes,11,MT,Mato Grosso,Centro-Oeste,733,2023-10-22,SKU-97371,Esporte,Patins,1,237.06,237.06,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,188,2023-01-10,SKU-72688,Eletrônicos,Smartphone,2,2718.36,5436.72,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,341,2023-06-13,SKU-25929,Esporte,Mochila de Hidratação,7,295.55,2068.85,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,559,2023-02-09,SKU-56364,Casa,Conjunto de Talheres,2,68.89,137.78,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,703,2023-06-08,SKU-59806,Casa,Jogo de Lençol,6,498.24,2989.44,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,738,2023-08-22,SKU-36297,Roupas,Jaqueta de Couro,7,1959.53,13716.71,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,804,2023-01-01,SKU-47220,Roupas,Tênis Esportivo,2,164.48,328.96,Online
249,Catarina Nunes,12,MS,Mato Grosso do Sul,Centro-Oeste,851,2023-11-03,SKU-35933,Esporte,Halteres de Academia,10,249.82,2498.2,Online
250,Olivia Cavalcanti,5,BA,Bahia,Nordeste,359,2023-08-07,SKU-37178,Eletrônicos,Carregador Portátil,6,53.67,322.02,Online
250,Olivia Cavalcanti,5,BA,Bahia,Nordeste,785,2023-10-22,SKU-19290,Esporte,Bola de Futebol,9,184.44,1659.96,Online
250,Olivia Cavalcanti,5,BA,Bahia,Nordeste,957,2023-08-08,SKU-20568,Eletrônicos,Roteador Wi-Fi,6,491.41,2948.46,Online
251,Daniela Oliveira,19,RJ,Rio de Janeiro,Sudeste,547,2023-10-10,SKU-37178,Eletrônicos,Carregador Portátil,6,53.67,322.02,Online
252,Marcela Castro,17,PE,Pernambuco,Nordeste,737,2023-09-10,SKU-26147,Esporte,Skate,10,157.01,1570.1,Online
253,Ana Clara Correia,20,RN,Rio Grande do Norte,Nordeste,998,2023-12-24,SKU-59806,Casa,Jogo de Lençol,5,498.24,2491.2,Loja Física
254,Dra. Eduarda das Neves,14,PA,Pará,Norte,252,2023-05-26,SKU-72849,Casa,Cortina Blackout,9,234.54,2110.86,Loja Física
254,Dra. Eduarda das Neves,14,PA,Pará,Norte,278,2023-12-14,SKU-67575,Esporte,Raquete de Tênis,8,379.94,3039.52,Loja Física
254,Dra. Eduarda das Neves,14,PA,Pará,Norte,919,2023-02-09,SKU-22668,Brinquedos,Carrinho de Controle Remoto,8,273.79,2190.32,Loja Física
255,João Vitor Souza,6,CE,Ceará,Nordeste,63,2023-03-06,SKU-50582,Eletrônicos,Laptop,3,4526.6,13579.800000000001,Loja Física
255,João Vitor Souza,6,CE,Ceará,Nordeste,369,2023-11-16,SKU-86759,Eletrônicos,Smartwatch,10,185.34,1853.4,Loja Física
256,Dr. Diogo da Cruz,9,GO,Goiás,Centro-Oeste,8,2023-03-02,SKU-25929,Esporte,Mochila de Hidratação,2,295.55,591.1,Online
256,Dr. Diogo da Cruz,9,GO,Goiás,Centro-Oeste,778,2023-03-05,SKU-10344,Brinquedos,Brinquedo Educativo,3,79.47,238.41,Online
257,Davi Sales,4,AM,Amazonas,Norte,438,2023-01-19,SKU-56131,Roupas,Shorts de Verão,10,112.14,1121.4,Loja Física
258,Maria Costa,16,PR,Paraná,Sul,581,2023-09-18,SKU-94109,Brinquedos,Kit de Cozinha Infantil,2,136.43,272.86,Loja Física
258,Maria Costa,16,PR,Paraná,Sul,789,2023-03-16,SKU-30274,Brinquedos,Kit de Desenho,9,148.7,1338.3,Loja Física
259,Nicole Silva,16,PR,Paraná,Sul,66,2023-07-24,SKU-25095,Brinquedos,Jogo de Tabuleiro,4,190.34,761.36,Loja Física
260,João Gabriel da Costa,4,AM,Amazonas,Norte,669,2023-07-10,SKU-92162,Eletrônicos,Alto-falante Bluetooth,5,1198.31,5991.549999999999,Loja Física
261,Eduardo da Cruz,10,MA,Maranhão,Nordeste,195,2023-05-08,SKU-25929,Esporte,Mochila de Hidratação,9,295.55,2659.9500000000003,Online
262,Gabriela Nascimento,12,MS,Mato Grosso do Sul,Centro-Oeste,534,2023-10-05,SKU-86759,Eletrônicos,Smartwatch,7,185.34,1297.38,Online
263,Marcelo Jesus,4,AM,Amazonas,Norte,223,2023-05-14,SKU-68595,Roupas,Camiseta Masculina,8,47.57,380.56,Online
263,Marcelo Jesus,4,AM,Amazonas,Norte,939,2023-11-14,SKU-94109,Brinquedos,Kit de Cozinha Infantil,8,136.43,1091.44,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,3,2023-12-05,SKU-56131,Roupas,Shorts de Verão,9,112.14,1009.26,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,176,2023-08-10,SKU-50582,Eletrônicos,Laptop,8,4526.6,36212.8,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,249,2023-07-11,SKU-97371,Esporte,Patins,2,237.06,474.12,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,479,2023-06-16,SKU-67575,Esporte,Raquete de Tênis,8,379.94,3039.52,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,634,2023-02-23,SKU-20895,Casa,Espelho de Parede,5,226.92,1134.6,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,730,2023-02-01,SKU-30676,Brinquedos,Urso de Pelúcia,2,93.4,186.8,Online
265,Mariana Peixoto,15,PB,Paraíba,Nordeste,922,2023-02-07,SKU-22668,Brinquedos,Carrinho de Controle Remoto,9,273.79,2464.11,Online
266,Heloísa Sales,19,RJ,Rio de Janeiro,Sudeste,685,2023-09-17,SKU-53822,Brinquedos,Quebra-cabeça,2,122.47,244.94,Online
266,Heloísa Sales,19,RJ,Rio de Janeiro,Sudeste,1000,2023-03-27,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,8,128.9,1031.2,Online
267,Heitor Porto,22,RO,Rondônia,Norte,48,2023-09-22,SKU-69331,Casa,Organizador de Gavetas,7,136.47,955.29,Online
267,Heitor Porto,22,RO,Rondônia,Norte,551,2023-04-20,SKU-50055,Esporte,Luva de Boxe,10,98.09,980.9000000000001,Online
267,Heitor Porto,22,RO,Rondônia,Norte,980,2023-11-16,SKU-46571,Roupas,Camisa Social,4,166.94,667.76,Online
268,Emanuel Azevedo,15,PB,Paraíba,Nordeste,213,2023-01-30,SKU-79560,Brinquedos,Patinete Infantil,4,131.58,526.32,Loja Física
269,Lorena Azevedo,24,SC,Santa Catarina,Sul,533,2023-08-21,SKU-53822,Brinquedos,Quebra-cabeça,7,122.47,857.29,Loja Física
269,Lorena Azevedo,24,SC,Santa Catarina,Sul,605,2023-07-13,SKU-50582,Eletrônicos,Laptop,8,4526.6,36212.8,Loja Física
269,Lorena Azevedo,24,SC,Santa Catarina,Sul,765,2023-04-23,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,1,128.9,128.9,Loja Física
271,Davi Luiz Cardoso,4,AM,Amazonas,Norte,474,2023-04-09,SKU-30274,Brinquedos,Kit de Desenho,9,148.7,1338.3,Online
271,Davi Luiz Cardoso,4,AM,Amazonas,Norte,756,2023-03-01,SKU-86759,Eletrônicos,Smartwatch,7,185.34,1297.38,Online
271,Davi Luiz Cardoso,4,AM,Amazonas,Norte,840,2023-11-16,SKU-46571,Roupas,Camisa Social,7,166.94,1168.58,Online
271,Davi Luiz Cardoso,4,AM,Amazonas,Norte,930,2023-07-28,SKU-94109,Brinquedos,Kit de Cozinha Infantil,9,136.43,1227.8700000000001,Online
272,Gabriela Campos,23,RR,Roraima,Norte,589,2023-06-18,SKU-36297,Roupas,Jaqueta de Couro,1,1959.53,1959.53,Loja Física
272,Gabriela Campos,23,RR,Roraima,Norte,911,2023-08-24,SKU-10889,Eletrônicos,Câmera Digital,4,5602.01,22408.04,Loja Física
273,Júlia Costela,21,RS,Rio Grande do Sul,Sul,20,2023-11-20,SKU-86759,Eletrônicos,Smartwatch,1,185.34,185.34,Online
273,Júlia Costela,21,RS,Rio Grande do Sul,Sul,168,2023-08-03,SKU-11521,Brinquedos,Boneca,2,142.37,284.74,Online
